affiliation1,affiliation2,collaboration
60029311,60009253,5
60020304,60012708,5
60012708,60020304,5
60012708,60011460,5
60011460,60012708,5
60018491,60008592,5
60008592,60018491,5
60027950,60098464,5
60098464,60027950,5
60010261,60025278,5
60025278,60010261,5
60021121,60025278,5
60025278,60021121,5
60017366,60003500,5
60003500,60017366,5
60011048,60029158,5
60029158,60011048,5
60002798,60021726,5
60021726,60002798,5
60026532,60014171,5
60014171,60026532,5
60019118,60030623,5
60030623,60019118,5
60030318,60085104,5
60085104,60030318,5
60023932,60028333,5
60028333,60023932,5
60005510,60078616,5
60078616,60005510,5
60024941,60018008,5
60018008,60024941,5
60000762,60021763,5
60021763,60000762,5
60032882,60006288,5
60006288,60032882,5
60012708,60013372,5
60013372,60012708,5
60005510,60009860,5
60009860,60005510,5
60029420,60025709,5
60003780,60013682,5
60025709,60029420,5
60013682,60003780,5
60029616,60022134,5
60022134,60029616,5
60014313,60006191,5
60006191,60014313,5
60001490,60008539,5
60008539,60001490,5
60019118,60026532,5
60026532,60019118,5
60085207,60013494,5
60013494,60085207,5
60023004,60098463,5
60098463,60023004,5
60022148,60003122,5
60003122,60022148,5
60027561,60015206,5
60015206,60027561,5
60019499,60030623,5
60030623,60019499,5
60007776,60006191,5
60006191,60007776,5
60026532,60002483,5
60002483,60026532,5
60020599,60085104,5
60085104,60020599,5
60075273,60019647,5
60019647,60075273,5
60025278,60024941,5
60024941,60025278,5
60020304,60013372,5
60013372,60020304,5
60009860,60021200,5
60021200,60009860,5
60030835,60028717,5
60028717,60030835,5
60005510,60018933,5
60018933,60005510,5
60001490,60098463,5
60098463,60001490,5
60009512,60030452,5
60030452,60009512,5
60032730,60003329,5
60003329,60032730,5
60011001,60024322,5
60024322,60011001,5
60008928,60002798,5
60002798,60008928,5
60085104,60026532,5
60026532,60085104,5
60011019,60013983,5
60013983,60011019,5
60019118,60008592,5
60008592,60019118,5
60022933,60017366,5
60017366,60022933,5
60006164,60033021,5
60033021,60006164,5
60018179,60030623,5
60030623,60018179,5
60031892,60015161,5
60015161,60031892,5
60025111,60027950,5
60027950,60025111,5
60025761,60008592,5
60008592,60025761,5
60000264,60011001,5
60011001,60000264,5
60026532,60000928,5
60000928,60026532,5
60020547,60029241,5
60029241,60020547,5
60012708,60028487,5
60028487,60012708,5
60019647,60029747,5
60029747,60019647,5
60032144,60022904,5
60022904,60032144,5
60012749,60020306,5
60020306,60012749,5
60020261,60014662,5
60014662,60020261,5
60017366,60015986,5
60015986,60017366,5
60000928,60075274,5
60075274,60000928,5
60023195,60001282,5
60001282,60023195,5
60002873,60023927,5
60023927,60002873,5
60027950,60008592,5
60008592,60027950,5
60012630,60023256,5
60023256,60012630,5
60021199,60023256,5
60023256,60021199,5
60009507,60002494,5
60002494,60009507,5
60001439,60075273,5
60075273,60001439,5
60013983,60025278,5
60002798,60025278,5
60025278,60013983,5
60025278,60002798,5
60026532,60003970,5
60003970,60026532,5
60000256,60032730,5
60032730,60000256,5
60000745,60022778,5
60022778,60000745,5
60005429,60022637,5
60022637,60005429,5
60024872,60003780,5
60003780,60024872,5
60032179,60018527,5
60018527,60032179,5
60009151,60021293,5
60021293,60009151,5
60021726,60005290,5
60005290,60021726,5
60022195,60075274,5
60075274,60022195,5
60007776,60016849,5
60016849,60007776,5
60002092,60008592,5
60008592,60002092,5
60009151,60013372,5
60013372,60009151,5
60007776,60009151,5
60009151,60007776,5
60021726,60006297,5
60006297,60021726,5
60017161,60022195,5
60022195,60017161,5
60017366,60033010,5
60033010,60017366,5
60020304,60011460,5
60011460,60020304,5
60003780,60032144,5
60032144,60003780,5
60003467,60021726,5
60021726,60003467,5
60017161,60029311,5
60029311,60017161,5
60021293,60007278,5
60007278,60021293,5
60027561,60007363,5
60007363,60027561,5
60022403,60002999,5
60002999,60022403,5
60010574,60019647,5
60019647,60010574,5
60014171,60021726,5
60021726,60014171,5
60033010,60021726,5
60021726,60033010,5
60029311,60032179,5
60032179,60029311,5
60008383,60030623,5
60030623,60008383,5
60020536,60011460,5
60011460,60020536,5
60010574,60030612,5
60030612,60010574,5
60009151,60017366,5
60017366,60009151,5
60003892,60020238,5
60020238,60003892,5
60020238,60011604,5
60011604,60020238,5
60013372,60003892,5
60003892,60013372,5
60005711,60028186,5
60028186,60005711,5
60020288,60017563,5
60017563,60020288,5
60007903,60017563,5
60017563,60007903,5
60022195,60011048,5
60011048,60022195,5
60022195,60006320,5
60006320,60022195,5
60000163,60025757,5
60025757,60000163,5
60020304,60000745,5
60000745,60020304,5
60022403,60012513,5
60012513,60022403,5
60025641,60018491,5
60018491,60025641,5
60022195,60021293,5
60021293,60022195,5
60017563,60021726,5
60017563,60005711,5
60021726,60017563,5
60005711,60017563,5
60020304,60027550,5
60027550,60020304,5
60028186,60013373,5
60013373,60028186,5
60016849,60033420,5
60033420,60016849,5
60021293,60011460,5
60011460,60021293,5
60011226,60005681,5
60005681,60011226,5
60028186,60006824,5
60006824,60028186,5
60027161,60022195,5
60022195,60027161,5
60006320,60022659,5
60022659,60006320,5
60007843,60033021,5
60033021,60007843,5
60011460,60021726,5
60021726,60011460,5
60017366,60006320,5
60006320,60017366,5
60022403,60027031,5
60027031,60022403,5
60021784,60006191,5
60006191,60021784,5
60019499,60017161,5
60017161,60019499,5
60011048,60013372,5
60013372,60011048,5
60012708,60030162,5
60030162,60012708,5
60022403,60027550,5
60027550,60022403,5
60024322,60024621,5
60024621,60024322,5
60027550,60021726,5
60021726,60027550,5
60019647,60006191,5
60006191,60019647,5
60007087,60012464,5
60012464,60007087,5
60001439,60009254,5
60009254,60001439,5
60025534,60012070,5
60012070,60025534,5
60069053,60019663,5
60019663,60069053,5
60016969,60012370,5
60012370,60016969,5
60010993,60027964,5
60027964,60010993,5
60025038,60017366,5
60017366,60025038,5
60003269,60022195,5
60022195,60003269,5
60001741,60028442,5
60028442,60001741,5
60027950,60009254,5
60009254,60027950,5
60011885,60019533,5
60019533,60011885,5
60006824,60018163,5
60018163,60006824,5
60027272,60075096,5
60075096,60027272,5
60025272,60023462,5
60023462,60025272,5
60001439,60033010,5
60033010,60001439,5
60025153,60030318,5
60030318,60025153,5
60019647,60000745,5
60000745,60019647,5
60003771,60030210,5
60030210,60003771,5
60076047,60006320,5
60006320,60076047,5
60018491,60005681,5
60005681,60018491,5
60029311,60016114,5
60016114,60029311,5
60020547,60027950,5
60027950,60020547,5
60025111,60025272,5
60025272,60025111,5
60025858,60003398,5
60003398,60025858,5
60025488,60021726,5
60021726,60025488,5
60022195,60029311,5
60029311,60022195,5
60007363,60003915,5
60003915,60007363,5
60016849,60030612,5
60030612,60016849,5
60003892,60033010,5
60033010,60003892,5
60011226,60025858,5
60025858,60011226,5
60025272,60027950,5
60027950,60025272,5
60025272,60030162,5
60030162,60025272,5
60000256,60007902,5
60007902,60000256,5
60000745,60022195,5
60022195,60000745,5
60022195,60076047,5
60076047,60022195,5
60011604,60031514,5
60031514,60011604,5
60025038,60076047,5
60076047,60025038,5
60030612,60029311,5
60029311,60030612,5
60015424,60016849,5
60016849,60015424,5
60005681,60093490,5
60093490,60005681,5
60027950,60020536,5
60020536,60027950,5
60015481,60031707,5
60031707,60015481,5
60013402,60027950,5
60027950,60013402,5
60024322,60025555,5
60025555,60024322,5
60031101,60009254,5
60009254,60031101,5
60015986,60025063,5
60025063,60015986,5
60018567,60098463,5
60098463,60018567,5
60013373,60026851,5
60026851,60013373,5
60025488,60028628,5
60028628,60025488,5
60031875,60027950,5
60027950,60031875,5
60017161,60026293,5
60026293,60017161,5
60022403,60027950,5
60027950,60022403,5
60009982,60012708,5
60012708,60009982,5
60098463,60012113,5
60012113,60098463,5
60033010,60074754,5
60074754,60033010,5
60011476,60010844,5
60010844,60011476,5
60025709,60018163,5
60018163,60025709,5
60027950,60004179,5
60004179,60027950,5
60002306,60070791,5
60070791,60002306,5
60007511,60001558,5
60001558,60007511,5
60029901,60007511,5
60007511,60029901,5
60001558,60005273,5
60005273,60001558,5
60029622,60007989,5
60007989,60029622,5
60019663,60019660,5
60019660,60019663,5
60000645,60072562,5
60072562,60000645,5
60014237,60001558,5
60001558,60014237,5
60031214,60032385,5
60032385,60031214,5
60018163,60025988,5
60025988,60018163,5
60018319,60005254,5
60005254,60018319,5
60007511,60014156,5
60014156,60007511,5
60000823,60011476,5
60011476,60000823,5
60006726,60014598,5
60014598,60006726,5
60017351,60021361,5
60021361,60017351,5
60019578,60026553,5
60026553,60019578,5
60010365,60021293,5
60021293,60010365,5
60010586,60020599,5
60020599,60010586,5
60027272,60019656,5
60019656,60027272,5
60025488,60028609,5
60028609,60025488,5
60056189,60017838,5
60017838,60056189,5
60022195,60014171,5
60014171,60022195,5
60018319,60025038,5
60025038,60018319,5
60005322,60011226,5
60011226,60005322,5
60025858,60023986,5
60023986,60025858,5
60028609,60005290,5
60005290,60028609,5
60004205,60013141,5
60013141,60004205,5
60008950,60022193,5
60022193,60008950,5
60021293,60009254,5
60009254,60021293,5
60015481,60030612,5
60030612,60015481,5
60000745,60009254,5
60009254,60000745,5
60018567,60014171,5
60014171,60018567,5
60005429,60007954,5
60007954,60005429,5
60006288,60017366,5
60017366,60006288,5
60033010,60008724,5
60008724,60033010,5
60003122,60009839,5
60009839,60003122,5
60032179,60027950,5
60027950,60032179,5
60007592,60006754,5
60006754,60007592,5
60026860,60015941,5
60015941,60026860,5
60023643,60003662,5
60014171,60031875,5
60003662,60023643,5
60031875,60014171,5
60031875,60009226,5
60009226,60031875,5
60007061,60016114,5
60016114,60007061,5
60026306,60013402,5
60013402,60026306,5
60011047,60016005,5
60016005,60011047,5
60012113,60009839,5
60018567,60009839,5
60009839,60012113,5
60009839,60018567,5
60012113,60029420,5
60029420,60012113,5
60023256,60018163,5
60018163,60023256,5
60011375,60031126,5
60031126,60011375,5
60021726,60003122,5
60003122,60021726,5
60020304,60097787,5
60097787,60020304,5
60029311,60031581,5
60031581,60029311,5
60015986,60028426,5
60028426,60015986,5
60018567,60021293,5
60021293,60018567,5
60021293,60012113,5
60012113,60021293,5
60029311,60027950,5
60027950,60029311,5
60020985,60010818,5
60010818,60020985,5
60032259,60025278,5
60004300,60025278,5
60025278,60032259,5
60025278,60004300,5
60029311,60023908,5
60023908,60029311,5
60014171,60015481,5
60015481,60014171,5
60016005,60024322,5
60016005,60008293,5
60024322,60016005,5
60024322,60008293,5
60008293,60016005,5
60008293,60024322,5
60006951,60030318,5
60030318,60006951,5
60025153,60012162,5
60012162,60025153,5
60015150,60022403,5
60022403,60015150,5
60003122,60014439,5
60014439,60003122,5
60019647,60004923,5
60004923,60019647,5
60015150,60012317,5
60012317,60015150,5
60004923,60027950,5
60027950,60004923,5
60025778,60020536,5
60020536,60025778,5
60020040,60002952,5
60002952,60020040,5
60002952,60031848,5
60031848,60002952,5
60018008,60025038,5
60025038,60018008,5
60011226,60002765,5
60002765,60011226,5
60027550,60009254,5
60009254,60027550,5
60008724,60014982,5
60014982,60008724,5
60028873,60013372,5
60013372,60028873,5
60009778,60020304,5
60020304,60009778,5
60022195,60009778,5
60009778,60022195,5
60013682,60029311,5
60029311,60013682,5
60000221,60012162,5
60012162,60000221,5
60012370,60013372,5
60013372,60012370,5
60018933,60008592,4
60008592,60018933,4
60016849,60028897,4
60028897,60016849,4
60014153,60014097,4
60014097,60014153,4
60016849,60017161,4
60017161,60016849,4
60013372,60010574,4
60010574,60013372,4
60014153,60014313,4
60014313,60014153,4
60006297,60030162,4
60030162,60006297,4
60018491,60028333,4
60028333,60018491,4
60006541,60009254,4
60009254,60006541,4
60009254,60025038,4
60025038,60009254,4
60017161,60006541,4
60006541,60017161,4
60010365,60001115,4
60001115,60010365,4
60025278,60033010,4
60033010,60025278,4
60011575,60019722,4
60019722,60011575,4
60009860,60018491,4
60018491,60009860,4
60075274,60025084,4
60025084,60075274,4
60027561,60024590,4
60024590,60027561,4
60014966,60026532,4
60026532,60014966,4
60007776,60025858,4
60025858,60007776,4
60003892,60025278,4
60025278,60003892,4
60022195,60033461,4
60033461,60022195,4
60003500,60018319,4
60018319,60003500,4
60029526,60028900,4
60019674,60028900,4
60028900,60029526,4
60028900,60019674,4
60000473,60006951,4
60006951,60000473,4
60025038,60001439,4
60001439,60025038,4
60002664,60021784,4
60021784,60002664,4
60024941,60030612,4
60030612,60024941,4
60029278,60074721,4
60074721,60029278,4
60032330,60098464,4
60098464,60032330,4
60020273,60017366,4
60075273,60017366,4
60017366,60020273,4
60017366,60075273,4
60025555,60027950,4
60027950,60025555,4
60009254,60029311,4
60029311,60009254,4
60017161,60000745,4
60000745,60017161,4
60019647,60015481,4
60015481,60019647,4
60026532,60019499,4
60019499,60026532,4
60010574,60019499,4
60019499,60010574,4
60015986,60028950,4
60028950,60015986,4
60007776,60032179,4
60032179,60007776,4
60005745,60004179,4
60004179,60005745,4
60017366,60014439,4
60014439,60017366,4
60017161,60027561,4
60027561,60017161,4
60011048,60005681,4
60005681,60011048,4
60075274,60006297,4
60006297,60075274,4
60002664,60075274,4
60075274,60002664,4
60000874,60000145,4
60000145,60000874,4
60025084,60018038,4
60018038,60025084,4
60008724,60006191,4
60006191,60008724,4
60009914,60012614,4
60012614,60009914,4
60019647,60012708,4
60012708,60019647,4
60007776,60075273,4
60075273,60007776,4
60001422,60009647,4
60009647,60001422,4
60011048,60014153,4
60014153,60011048,4
60029241,60027561,4
60027561,60029241,4
60023932,60009500,4
60009500,60023932,4
60008592,60019499,4
60019499,60008592,4
60019499,60025084,4
60025084,60019499,4
60028717,60006541,4
60006541,60028717,4
60032882,60012937,4
60012937,60032882,4
60009253,60006191,4
60006191,60009253,4
60021726,60008592,4
60008592,60021726,4
60027950,60006297,4
60006297,60027950,4
60014402,60017161,4
60017161,60014402,4
60008592,60008928,4
60008928,60008592,4
60018008,60075273,4
60075273,60018008,4
60022020,60030623,4
60030623,60022020,4
60007776,60026532,4
60026532,60007776,4
60021726,60014153,4
60014153,60021726,4
60021784,60027950,4
60027950,60021784,4
60021726,60014097,4
60014097,60021726,4
60009253,60074969,4
60074969,60009253,4
60021726,60019674,4
60019674,60021726,4
60025084,60021726,4
60021726,60025084,4
60011048,60025858,4
60025858,60011048,4
60026532,60018038,4
60018038,60026532,4
60015206,60018008,4
60018008,60015206,4
60000745,60000403,4
60000403,60000745,4
60021182,60017366,4
60017366,60021182,4
60022904,60003261,4
60003261,60022904,4
60028628,60000745,4
60000745,60028628,4
60006173,60014662,4
60014662,60006173,4
60026532,60021784,4
60021784,60026532,4
60002947,60013925,4
60013925,60002947,4
60017161,60008383,4
60008383,60017161,4
60000036,60001865,4
60001865,60000036,4
60030612,60006191,4
60006191,60030612,4
60017161,60026532,4
60026532,60017161,4
60029241,60003970,4
60003970,60029241,4
60032179,60018008,4
60018008,60032179,4
60010574,60007592,4
60007592,60010574,4
60025038,60029241,4
60029241,60025038,4
60020304,60001115,4
60001115,60020304,4
60018008,60007278,4
60007278,60018008,4
60008724,60021726,4
60021726,60008724,4
60002947,60022904,4
60022904,60002947,4
60019722,60072347,4
60072347,60019722,4
60002798,60030804,4
60002798,60008950,4
60030804,60002798,4
60008950,60002798,4
60025709,60028333,4
60028333,60025709,4
60023927,60017161,4
60017161,60023927,4
60029681,60026851,4
60026851,60029681,4
60025063,60006288,4
60006288,60025063,4
60010574,60001439,4
60001439,60010574,4
60012708,60021293,4
60021293,60012708,4
60011048,60025757,4
60025757,60011048,4
60001439,60006191,4
60006191,60001439,4
60009860,60024438,4
60024438,60009860,4
60003122,60030835,4
60030835,60003122,4
60016005,60021293,4
60021293,60016005,4
60014966,60013789,4
60013789,60014966,4
60001439,60007174,4
60007174,60001439,4
60014402,60000928,4
60000928,60014402,4
60011048,60008734,4
60008734,60011048,4
60030162,60006191,4
60006191,60030162,4
60003970,60013983,4
60013983,60003970,4
60026860,60020273,4
60020273,60026860,4
60021726,60002483,4
60002483,60021726,4
60023760,60005686,4
60005686,60023760,4
60018933,60002668,4
60002668,60018933,4
60098464,60018308,4
60018308,60098464,4
60028876,60001558,4
60001558,60028876,4
60030074,60002115,4
60002115,60030074,4
60020599,60033316,4
60033316,60020599,4
60029158,60028186,4
60028186,60029158,4
60018491,60024350,4
60024350,60018491,4
60030835,60006191,4
60006191,60030835,4
60014541,60001422,4
60001422,60014541,4
60019616,60002798,4
60002798,60019616,4
60028928,60021523,4
60021523,60028928,4
60003892,60075274,4
60075274,60003892,4
60016653,60029616,4
60029616,60016653,4
60027299,60022778,4
60022778,60027299,4
60025778,60032179,4
60032179,60025778,4
60075274,60009254,4
60009254,60075274,4
60030162,60009982,4
